,seccion,titulo,url,cmp,idx,dominio,crawl_day
0,sociedad,La Educación no consigue recuperarse de los recortes que el PP impuso por decreto hace una década,https://www.eldiario.es/sociedad/educacion-no-recuperarse-recortes-pp-impuso-decreto-decada_1_9559396.html,Apertura,0,www.eldiario.es,2022-10-03
1,economia,"Las rebajas fiscales evidencian la ideología en los impuestos: la derecha favorece a los ricos y la izquierda, a los trabajadores",https://www.eldiario.es/economia/rebajas-fiscales-evidencian-ideologia-impuestos-derecha-favorece-ricos-izquierda-trabajadores_1_9583778.html,Apertura,2,www.eldiario.es,2022-10-03
2,politica,Feijóo se cobija en el bipartidismo y la élite empresarial para su ofensiva fiscal contra Sánchez,https://www.eldiario.es/politica/feijoo-cobija-bipartidismo-elite-empresarial-ofensiva-fiscal-sanchez_129_9587317.html,Apertura,5,www.eldiario.es,2022-10-03
3,internacional,Lula da Silva se enfrenta a Jair Bolsonaro en un duelo histórico para Brasil,https://www.eldiario.es/internacional/lula-enfrenta-bolsonaro-duelo-historico-brasil_1_9567743.html,Apertura,8,www.eldiario.es,2022-10-03
4,politica,El ansia por reducir impuestos consigue que Liz Truss hunda la economía británica en unos pocos días,https://www.eldiario.es/politica/ansia-reducir-impuestos-liz-truss-hunda-economia-britanica-dias_129_9583720.html,Apertura,11,www.eldiario.es,2022-10-03
5,politica,Cinco meses de guerra fría hasta que Ayuso se revolvió contra Feijóo,https://www.eldiario.es/politica/cinco-meses-guerra-fria-ayuso-revolvio-feijoo_1_9574411.html,Apertura,13,www.eldiario.es,2022-10-03
6,politica,Objetivo Irene Montero: la eterna campaña de la extrema derecha contra la ministra de Igualdad,https://www.eldiario.es/politica/objetivo-irene-montero-eterna-campana-extrema-derecha-ministra-igualdad_1_9585213.html,Apertura,16,www.eldiario.es,2022-10-03
7,galicia,La Xunta obliga a retirar cartelería de una obra de teatro titulada 'Recortes' para que un conselleiro evite fotos con esa palabra,https://www.eldiario.es/galicia/xunta-obliga-retirar-carteleria-obra-teatro-titulada-recortes-conselleiro-evite-fotos-palabra_1_9583692.html,Apertura,18,www.eldiario.es,2022-10-03
8,politica,"San Chin Choon, un tal Anthony y la coartada fantasma de los comisionistas de las mascarillas",https://www.eldiario.es/politica/san-chin-choon-anthony-coartada-fantasma-comisionistas-mascarillas_1_9583570.html,Poti,0,www.eldiario.es,2022-10-03
9,,Zelenski asegura que las tropas rusas han abandonado por completo la ciudad de Limán,https://www.eldiario.es/internacional/ultima-hora-invasion-rusa-ucrania-directo-2-de-octubre_6_9587985_1094233.html,Poti,2,www.eldiario.es,2022-10-03
10,internacional,Los ataques al Nord Stream muestran la vulnerabilidad de los gasoductos en Occidente,https://www.eldiario.es/internacional/theguardian/ataques-nord-stream-muestran-vulnerabilidad-gasoductos-occidente_1_9583342.html,Poti,4,www.eldiario.es,2022-10-03
11,sociedad,"Ministros, amigos y familiares: los títulos que el dictador otorgó durante el franquismo que serán anulados",https://www.eldiario.es/sociedad/ministros-amigos-familiares-titulos-dictador-otorgo-durante-franquismo-seran-anulados_1_9581908.html,Poti,7,www.eldiario.es,2022-10-03
12,comunitat-valenciana,"Alejandro, el informático que desafía los resquicios de la ley yendo desnudo por la vida: “Me gusta tomar el sol”",https://www.eldiario.es/comunitat-valenciana/alejandro-informatico-desafia-resquicios-ley-yendo-desnudo-vida-gusta-sol_1_9583905.html,Poti,10,www.eldiario.es,2022-10-03
13,sociedad,Giorgia Meloni: la 'católica' que reniega de Francisco y que gobernará el 'país del Papa',https://www.eldiario.es/sociedad/giorgia-meloni-catolica-reniega-francisco-gobernara-pais-papa_1_9584822.html,Poti,13,www.eldiario.es,2022-10-03
14,catalunya,"Puigdemont, la principal carpeta del procés en los tribunales a la espera de la desjudicialización",https://www.eldiario.es/catalunya/puigdemont-principal-carpeta-proces-tribunales-espera-desjudicializacion_1_9581694.html,Poti,15,www.eldiario.es,2022-10-03
15,cultura,"Caravaggio, ese luminoso rescate del comunismo italiano",https://www.eldiario.es/cultura/arte/caravaggio-luminoso-rescate-comunismo-italiano_1_9584306.html,Poti,17,www.eldiario.es,2022-10-03
16,internacional,Al menos 174 muertos por una estampida durante unos disturbios en un partido de fútbol en Indonesia,https://www.eldiario.es/internacional/127-muertos-disturbios-partido-futbol-indonesia_1_9587875.html,Poti,21,www.eldiario.es,2022-10-03
17,sociedad,"Tamara Falcó, en un encuentro del movimiento ultracatólico en México: “Mi propósito es llegar al cielo”",https://www.eldiario.es/sociedad/tamara-falco-encuentro-referencia-movimiento-ultracatolico-mexico-proposito-vida-llegar-cielo_1_9588017.html,Poti,22,www.eldiario.es,2022-10-03
18,euskadi,De mejor sumiller de España al banquillo acusado de robar botellas de vino valoradas en 31.854 euros,https://www.eldiario.es/euskadi/mejor-sumiller-espana-banquillo-acusado-robar-botellas-vino-valoradas-31-854-euros_1_9585444.html,Poti,24,www.eldiario.es,2022-10-03
19,opinion,No diga usted fascismo,https://www.eldiario.es/opinion/no-diga-fascismo_131_9587612.html,Cinturon1,0,www.eldiario.es,2022-10-03
20,cultura,Fermin Muguruza dirige su segunda película de animación: “Un ejercicio de memoria en plena batalla por el relato”,https://www.eldiario.es/cultura/cine/fermin-muguruza-dirige-segunda-pelicula-animacion-ejercicio-memoria-plena-batalla-relato_1_9577694.html,Cinturon1,2,www.eldiario.es,2022-10-03
21,tumejoryo,¿El ayuno intermitente y la dieta cetogénica nos pueden volver más inteligentes?,https://www.eldiario.es/tumejoryo/ayuno-intermitente-dieta-cetogenica-volver-inteligentes_1_9570045.html,Cinturon1,4,www.eldiario.es,2022-10-03
22,consumoclaro,Bioinformática: la tecnología que nos protegerá de la siguiente pandemia,https://www.eldiario.es/consumoclaro/cuidarse/bioinformatica-tecnologia-protegera-siguiente-pandemia_1_9580184.html,Cinturon1,6,www.eldiario.es,2022-10-03
23,madrid,Almeida se queda sin aliados en el Ayuntamiento para aprobar los presupuestos,https://www.eldiario.es/madrid/almeida-queda-aliados-ayuntamiento-aprobar-presupuestos_1_9580512.html,Potito,0,www.eldiario.es,2022-10-03
24,canariasahora,¿Cuándo y dónde será la próxima erupción en La Palma? Una evaluación de riesgo trata de resolver la incógnita,https://www.eldiario.es/canariasahora/ciencia_y_medio_ambiente/sera-proxima-erupcion-palma-evaluacion-riesgo-trata-resolver-incognita_1_9581519.html,Potito,2,www.eldiario.es,2022-10-03
25,economia,El fracaso de la fusión de los dos grandes canales de televisión reabre la guerra por el control de los medios en Francia,https://www.eldiario.es/economia/fracaso-fusion-grandes-canales-television-reabre-guerra-control-medios-francia_1_9585961.html,Potito,4,www.eldiario.es,2022-10-03
26,catalunya,Catalunya celebra el quinto aniversario del 1 de octubre en un clima crispado por la pelea entre ERC y Junts,https://www.eldiario.es/catalunya/miles-personas-reivindican-quinto-aniversario-1-barcelona_1_9587230.html,Politica,0,www.eldiario.es,2022-10-03
27,madrid,Almeida recurre a multas desproporcionadas ante la suciedad que sigue desbordando Madrid,https://www.eldiario.es/madrid/somos/almeida-recurre-multas-desproporcionadas-suciedad-sigue-desbordando-madrid_1_9579275.html,Politica,3,www.eldiario.es,2022-10-03
